dr2_source_id,dr3_source_id,n_sectors,period,uncertainty,pdm_period,lsp_period,pdm_power,lsp_power,teff_curtis20,p2p_rms,a_90_10,snr,ra,dec,pmra,pmdec,parallax,radial_velocity,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,phot_bp_mean_mag_0,phot_rp_mean_mag_0,phot_g_mean_mag_0,X,Y,Z,U,V,W,v_l,v_b,in_meingast,in_kerr,in_kc,in_cg,in_jaehnig,in_lodieu,in_moranta,in_heyl,manual_check,flag_quality_period,flag_benchmark_period,in_gyro_sample,flag_nbhr_count
3448544866778118400,3448544866778118400,1,0.843,,1.682,0.843,0.773,0.185,3417.0,6031.14,41485.93,36.31,85.907,33.418,1.544,-58.176,11.048,-5.83,15.937,13.407,14.558,11.149,8.623,9.773,-89.99,6.37,3.35,-7.29,-34.13,-19.91,21.56,-12.483,False,False,True,False,False,False,False,False,f,False,False,False,True
934171231015568000,934171231015568000,1,5.224,,5.224,5.224,0.228,0.729,3521.0,7268.99,38176.36,11.02,118.468,49.855,-7.499,-33.731,5.732,,16.857,14.489,15.604,10.621,8.269,9.38,-147.02,29.01,87.72,,,,26.747,-9.686,False,False,False,False,False,False,False,True,f,False,False,False,True
254409986895937280,254409986895937280,1,3.885,,0.105,3.885,0.792,0.126,5859.0,556.94,1969.51,8.69,69.971,47.431,13.405,-23.458,4.338,-29.49,10.459,9.525,10.08,3.322,2.52,3.009,-211.74,87.51,2.58,5.1,-50.02,-13.57,28.719,-6.047,False,False,False,False,False,False,False,True,f,False,False,False,True
443970258291343872,443970258291343872,2,3.796,,3.796,3.753,0.869,0.12,5799.0,619.17,2411.32,12.9,54.615,52.79,11.349,-13.945,3.18,-29.21,11.419,10.271,10.929,3.144,2.303,2.824,-260.54,171.15,-11.29,-0.66,-49.92,-12.77,25.743,-6.648,False,False,True,False,False,False,False,False,f,False,False,False,True
452320087032817792,452320087032817792,1,1.51,,1.51,1.51,0.267,0.665,3467.0,6034.24,30537.53,18.63,38.477,53.296,32.697,-20.092,6.55,,16.564,14.077,15.228,10.549,8.108,9.248,-112.3,101.07,-17.06,,,,27.34,-4.223,False,True,False,False,False,False,False,False,f,False,False,False,True
462484350477522560,462484350477522560,2,5.833,,0.104,5.833,0.727,0.317,3735.0,5820.29,34155.32,11.65,50.328,60.028,22.397,-24.323,5.556,6.29,16.033,13.901,14.938,9.566,7.514,8.528,-138.34,113.51,7.9,-33.46,-29.08,-13.95,27.177,-7.053,True,True,True,False,False,True,False,False,f,False,False,False,True
3389509338700825472,3389509338700825472,1,1.646,,1.646,1.652,0.434,0.542,3314.0,8942.48,29306.28,10.77,81.337,14.168,2.945,-15.57,11.084,45.56,16.78,14.015,15.227,12.002,9.24,10.451,-86.75,-15.43,-18.23,-53.45,-26.15,-18.88,6.29,-2.48,False,False,True,False,False,False,False,False,f,False,False,False,True
218122048726423808,218122048726423808,1,7.224,,0.104,7.224,0.368,0.46,5077.0,555.64,3973.71,12.16,57.064,34.601,37.786,-41.988,9.266,-0.07,8.542,7.465,8.088,3.337,2.278,2.893,-97.19,36.37,-28.4,-20.08,-39.36,-11.02,28.54,-3.982,False,False,True,False,False,False,False,False,f,False,False,False,True
978170628342390272,978170628342390272,1,7.91,,7.91,7.848,0.414,0.726,3742.0,6018.34,29643.72,7.86,107.523,48.006,-0.893,-33.766,5.593,-3.77,15.991,13.909,14.935,9.668,7.614,8.632,-161.0,30.58,69.34,-16.03,-39.0,-16.5,27.203,-8.489,False,False,False,False,False,False,False,True,f,False,False,False,True
523210102803416832,523210102803416832,3,6.648,,13.807,6.648,0.881,0.125,4426.0,260.76,2494.27,30.14,17.921,63.363,24.976,-8.056,4.944,10.01,8.131,6.679,7.465,1.475,0.074,0.839,-115.95,164.42,2.33,-36.84,-18.05,-12.84,24.354,-5.79,True,False,True,False,False,False,False,False,f,False,False,False,True
444826777848777984,444826777848777984,2,7.121,,14.0,7.121,0.889,0.122,3446.0,10785.52,30521.52,6.84,53.531,53.707,18.11,-29.445,6.067,,17.548,14.894,16.079,11.096,8.612,9.76,-135.39,92.59,-4.91,,,,24.768,-10.479,False,True,False,False,False,False,False,False,f,False,False,False,True
966332152287326080,966332152287326080,1,2.643,,5.279,2.643,0.188,0.66,3869.0,6040.99,64478.42,29.49,100.252,46.364,3.815,-35.687,5.826,-2.54,15.354,13.422,14.397,9.104,7.206,8.17,-159.87,30.39,52.02,-16.24,-39.85,-15.17,28.074,-7.548,False,False,False,False,False,False,False,True,f,False,False,False,True
354153111920515200,354153111920515200,1,1.161,,2.334,1.161,0.742,0.129,3639.0,5907.08,15989.68,11.36,37.212,47.327,21.428,-22.596,6.178,-33.14,16.31,14.095,15.158,10.173,7.999,9.05,-119.9,102.13,-34.24,1.07,-51.09,-9.77,21.662,-9.85,False,False,False,True,False,False,False,False,f,False,False,False,True
515519740524516992,515519740524516992,2,3.16,,3.16,3.15,0.868,0.156,4864.0,763.58,7043.27,33.6,32.785,65.584,52.945,-32.944,11.043,13.13,11.682,10.535,11.19,6.89,5.748,6.4,-59.15,67.97,6.42,-39.56,-19.02,-12.77,25.892,-6.547,False,False,True,False,False,False,False,False,f,False,False,False,True
2079023179278234112,2079023179278234112,2,8.816,,8.816,8.816,0.346,0.72,3846.0,2908.13,30341.58,17.53,299.28,44.169,7.823,10.994,9.152,-26.65,14.46,12.519,13.493,9.224,7.303,8.27,20.78,105.92,14.9,-22.99,-36.73,-11.45,6.944,-0.603,False,False,True,False,False,False,False,False,f,False,False,False,True
2126395431599205888,2126395431599205888,2,0.576,,1.153,0.576,0.14,0.657,3822.0,12016.32,121961.5,66.7,292.593,44.699,8.543,-0.611,5.96,-74.7,15.467,13.496,14.494,9.303,7.352,8.343,36.52,159.09,35.62,-29.63,-81.5,-29.29,2.543,-6.288,False,False,True,False,False,False,False,False,f,False,False,False,True
276404823658849408,276404823658849408,1,7.551,,14.0,7.551,0.515,0.495,3412.0,29975.96,195219.58,11.62,62.478,55.691,23.2,-27.223,5.364,,17.633,15.009,16.185,11.094,8.559,9.715,-157.75,97.1,9.98,,,,31.236,-3.729,False,False,False,True,False,False,False,False,f,False,False,False,True
271928054687544448,271928054687544448,1,0.949,,0.949,0.952,0.631,0.401,6166.0,603.17,5749.85,47.41,65.599,51.631,12.287,-16.845,3.407,-5.21,10.81,9.971,10.48,3.139,2.437,2.875,-258.37,134.26,7.37,-19.72,-39.84,-11.71,28.453,-4.394,False,False,True,False,False,False,False,False,f,False,False,False,True
152916508075102592,152916508075102592,1,0.634,,0.634,0.634,0.426,0.516,5591.0,1052.45,10463.94,56.76,66.388,28.449,20.333,-25.267,5.645,17.14,10.844,9.697,10.363,3.98,3.075,3.632,-168.22,30.24,-43.29,-31.86,-36.01,-13.05,27.06,-1.679,False,True,False,False,False,False,False,False,f,False,False,False,True
443571960204725888,443571960204725888,2,6.783,,6.783,6.737,0.353,0.679,3800.0,6496.71,124591.03,47.52,52.461,53.72,29.049,-30.336,6.437,25.4,15.74,13.621,14.657,9.448,7.467,8.463,-126.81,88.44,-5.58,-49.02,-22.6,-14.31,30.172,-6.221,False,True,False,False,False,False,False,False,f,False,False,False,True
448670567419349760,448670567419349760,2,0.436,,0.872,0.436,0.103,0.83,,2350.42,21927.42,91.15,53.164,57.312,3.164,-4.827,1.249,,11.387,10.425,11.234,0.773,0.254,0.856,-629.43,467.81,15.11,,,,19.955,-7.902,False,False,False,False,False,True,False,False,f,False,False,False,True
2082067142862169088,2082067142862169088,2,7.172,,0.104,7.172,0.827,0.199,3917.0,2036.6,5010.46,4.67,301.964,45.572,8.038,10.61,8.852,2.17,14.423,12.558,13.504,9.118,7.271,8.211,17.28,110.47,13.67,-17.77,-8.95,-7.56,7.08,-0.627,False,False,True,False,False,False,False,False,f,False,False,False,True
160006708806615552,160006708806615552,1,0.211,,0.211,0.211,0.583,0.423,4787.0,994.17,4736.12,50.24,72.803,31.026,14.991,-24.972,6.562,,9.192,7.907,8.648,3.058,1.859,2.562,-148.52,22.17,-21.93,,,,20.759,-2.871,False,True,False,False,False,False,False,False,f,False,False,False,True
2076057487181907328,2076057487181907328,2,4.62,,4.62,4.62,0.231,0.737,3585.0,2979.38,17683.68,14.03,300.704,44.011,8.658,10.406,8.897,-25.09,15.49,13.225,14.304,10.19,7.946,9.019,20.66,109.33,13.47,-22.71,-35.28,-11.26,7.116,-1.044,False,False,True,False,False,False,False,False,f,False,False,False,True
449492826020163200,449492826020163200,2,7.439,,0.104,7.439,0.613,0.238,3685.0,2118.75,8960.43,7.44,52.535,57.794,45.036,-41.922,11.73,14.63,14.395,12.288,13.319,9.737,7.634,8.664,-67.73,51.38,1.94,-37.68,-22.92,-10.44,24.549,-3.588,False,False,True,False,False,False,False,False,f,False,False,False,True
2170000069897620864,2170000069897620864,2,0.341,,0.341,7.551,0.778,0.227,3387.0,23620.98,78033.8,27.32,312.49,51.467,16.38,2.618,6.528,,17.585,14.972,16.148,11.632,9.035,10.207,0.01,152.07,12.6,,,,8.939,-8.004,False,False,True,False,False,False,False,False,f,False,False,False,True
1113760924811558016,1113760924811558016,3,3.579,,3.579,3.566,0.831,0.173,3482.0,10194.6,23855.79,10.01,94.014,72.713,4.568,-27.703,4.807,,17.272,14.82,15.952,10.592,8.184,9.304,-148.68,118.16,82.05,,,,27.303,-3.583,False,False,False,False,False,False,False,True,f,False,False,False,True
212577417749125376,212577417749125376,1,1.682,,1.682,1.677,0.768,0.246,3455.0,9097.25,21561.49,8.3,81.768,48.257,8.838,-30.874,5.525,,17.107,14.541,15.704,10.666,8.171,9.318,-169.58,56.09,23.31,,,,26.202,-8.104,True,False,False,False,False,False,False,False,f,False,True,False,True
447361152152230656,447361152152230656,1,1.112,,1.112,1.112,0.466,0.289,3451.0,6491.58,24545.08,16.22,45.53,54.431,27.317,-25.852,6.52,,16.841,14.243,15.418,10.677,8.188,9.338,-118.93,95.38,-9.61,,,,26.354,-6.886,True,True,True,False,False,True,False,True,f,False,True,False,True
1997820294195124224,1997820294195124224,2,3.092,,3.092,3.232,0.524,0.377,5918.0,634.55,9568.32,55.12,355.962,56.771,32.911,-4.551,7.395,-15.44,10.598,9.8,10.282,4.887,4.114,4.583,-54.04,122.91,-11.35,-22.55,-34.84,-14.11,19.548,-8.266,False,False,True,False,False,False,True,True,g,True,True,False,True
166562375089681408,166562375089681408,1,0.687,,0.687,0.689,0.839,0.16,3209.0,22481.04,48081.38,11.72,65.039,32.397,22.663,-34.216,6.99,,18.781,15.677,16.973,12.663,9.743,11.004,-135.09,33.61,-30.51,,,,27.274,-5.014,True,False,True,False,False,False,False,True,f,False,True,False,True
247385825586074240,247385825586074240,1,3.16,,3.16,3.16,0.284,0.732,3621.0,13529.64,54184.95,10.24,62.455,49.841,12.463,-17.45,3.356,,17.482,15.158,16.254,9.788,7.605,8.664,-261.83,137.16,-6.29,,,,29.421,-6.138,False,False,True,False,False,False,False,False,f,False,False,False,True
3422611270127912192,3422611270127912192,1,5.143,,0.104,5.143,0.781,0.242,4593.0,914.6,10330.0,22.63,78.937,29.067,24.717,-71.398,14.181,19.63,11.318,10.029,10.743,7.074,5.787,6.5,-69.92,4.52,-6.43,-31.55,-35.19,-15.98,24.221,-6.993,False,False,True,False,False,False,False,False,j,False,True,False,True
159882498352712576,159882498352712576,1,5.197,,10.703,5.197,0.737,0.244,4264.0,2326.86,7286.45,6.24,73.03,30.131,17.151,-24.305,5.214,24.56,14.664,12.923,13.823,7.723,6.187,7.015,-186.92,25.14,-28.91,-38.52,-35.66,-12.51,26.862,-1.597,False,True,False,False,False,False,False,False,j,False,True,False,True
2212664831898034816,2212664831898034816,3,0.85,,2.548,0.85,0.511,0.26,6428.0,763.08,7800.72,53.77,341.983,66.929,36.942,10.238,8.826,-1.71,8.101,7.516,7.887,2.802,2.231,2.594,-40.58,104.53,13.68,-29.42,-20.63,-11.58,20.088,-4.233,False,False,True,False,False,False,False,True,j,False,False,False,True
117494022999087872,117494022999087872,1,9.576,,0.104,9.576,0.432,0.584,4408.0,1524.72,21570.45,19.59,50.025,26.231,26.684,-30.531,6.594,6.04,13.771,12.28,13.082,7.668,6.256,7.026,-127.92,46.7,-65.33,-23.48,-37.95,-15.34,28.382,-6.132,False,False,False,False,False,False,False,True,j,False,True,False,True
2074162856868444288,2074162856868444288,2,8.037,,0.104,8.037,0.646,0.382,5077.0,2758.99,16204.25,9.9,301.845,40.458,4.656,-0.192,4.744,-26.73,13.009,11.915,12.542,6.288,5.238,5.844,47.99,203.49,15.72,-19.43,-37.36,-13.22,2.321,-4.008,False,False,True,False,False,False,False,False,j,False,True,False,True
337262311215943424,337262311215943424,1,5.512,,10.37,5.512,0.629,0.302,4522.0,1783.76,15489.19,15.85,42.393,42.559,23.169,-21.655,5.208,0.28,13.671,12.3,13.055,7.161,5.829,6.567,-151.2,105.68,-49.66,-25.48,-35.9,-14.91,27.607,-7.93,False,False,False,False,False,True,False,True,j,False,False,False,True
436481278436868096,436481278438274432,1,14.0,,14.0,14.0,0.591,0.44,3372.0,9353.02,67780.77,8.76,49.321,49.628,19.243,-29.286,6.742,-1.36,16.567,13.82,15.341,10.471,7.84,9.337,-121.3,82.62,-16.87,-21.62,-32.12,-17.15,22.332,-10.185,False,False,False,False,False,True,False,False,j,False,False,False,True
176928227120395520,176928227120395520,1,,,8.739,8.739,0.364,0.626,6035.0,597.16,4664.12,12.0,63.847,35.314,18.529,-23.849,5.765,24.66,11.154,10.237,10.782,4.533,3.786,4.246,-162.24,48.99,-33.01,-40.8,-28.89,-15.02,24.52,-3.157,False,True,False,False,False,False,False,False,,False,False,False,True
173963320998278272,173963320998278272,1,,,0.104,6.604,0.809,0.204,5858.0,620.65,1669.56,4.76,72.046,34.611,16.306,-32.322,6.533,19.83,10.934,10.082,10.604,4.873,4.078,4.571,-148.31,30.7,-17.34,-34.93,-33.36,-15.27,25.505,-5.848,True,False,False,False,False,False,False,False,,False,False,False,True
239871694396063872,239871694396063872,1,,,0.104,10.819,0.637,0.238,3069.0,37042.32,123140.45,4.33,46.682,40.937,23.024,-23.002,5.59,,19.709,16.366,17.681,13.297,10.046,11.344,-147.09,89.22,-45.88,,,,26.643,-6.697,False,True,False,True,False,True,False,False,,False,True,False,False
274871417255413632,274871417255413632,1,,,0.889,0.889,0.057,0.95,3194.0,5861.19,67455.82,59.84,64.01,52.35,42.922,-69.297,14.318,,16.318,13.365,14.622,12.094,9.145,10.401,-61.13,33.43,1.55,,,,26.1,-6.671,False,False,True,False,False,False,False,False,,False,True,False,False
242363531343626112,242363531344384128,1,,,0.104,2.052,0.959,0.038,,102123.93,192105.73,5.63,48.795,44.561,18.699,-26.468,5.619,,20.47,17.274,18.642,14.014,10.936,12.282,-147.7,91.69,-33.9,,,,25.124,-10.455,False,True,False,False,False,True,False,False,,False,False,False,False
441405784860291328,441405784860291328,1,,,0.404,0.405,0.638,0.375,3453.0,42465.3,267303.51,45.25,51.761,48.784,23.017,-25.519,5.821,67.0,16.933,14.344,15.529,10.493,8.026,9.184,-143.4,91.19,-19.02,-81.22,0.25,-21.2,27.066,-6.608,True,True,True,True,True,True,False,True,,False,False,False,False
162036609133825920,162036609133825920,1,,,2.379,0.297,0.967,0.014,3156.0,82868.31,156647.45,5.57,73.678,34.98,18.391,-23.982,4.935,,20.493,17.034,18.356,13.581,10.355,11.637,-196.91,38.75,-18.47,,,,28.87,-0.61,False,True,False,False,False,False,False,False,,False,True,False,False
239867330709230336,239867330709230336,1,,,,,,,3884.0,,,,46.918,41.036,19.147,-16.143,3.963,,21.67,18.642,19.893,14.475,11.55,12.781,-207.48,125.33,-63.84,,,,29.388,-4.701,False,False,False,False,False,True,False,False,,False,False,False,False
439718962223158272,439718962223158272,1,4.108,0.00185,4.108,4.091,0.295,0.727,3431.0,7610.2,72255.19,22.47,46.99,50.41,23.99,-23.82,5.635,126.68,17.003,14.365,15.552,10.478,7.971,9.128,-142.01,103.02,-20.5,-128.4,38.97,-28.97,27.397,-7.139,True,True,True,True,True,True,False,True,g,True,True,True,False
2069922384088133760,2069922384088133760,1,,,0.104,4.707,0.643,0.275,3239.0,40035.31,148509.01,49.06,308.477,44.322,10.085,0.993,5.937,,18.145,15.245,16.482,11.952,9.087,10.316,21.3,166.2,7.21,,,,5.409,-5.97,False,False,True,False,False,False,False,False,,False,True,False,False
445374815672203008,445374815672203008,1,,,0.208,0.262,0.901,0.318,3883.0,531888.01,1340028.39,25.4,56.35,55.037,-1.544,-1.58,1.842,,21.113,18.748,20.309,11.608,9.604,11.077,-444.57,298.09,3.11,,,,-0.642,-5.568,False,False,False,False,False,True,False,False,,False,False,False,False
250837226941632128,250837226942325632,1,,,0.104,6.783,0.843,0.191,3317.0,23546.35,53838.94,4.3,60.083,51.146,18.287,-19.164,4.725,,18.395,15.515,16.767,11.485,8.748,9.972,-182.86,104.06,-4.6,,,,26.306,-2.551,False,False,False,False,False,True,False,False,,False,True,False,False
450126011574801280,450126011574801280,2,,,0.456,0.456,0.85,0.139,3265.0,16239.24,31732.37,14.18,53.405,58.934,23.492,-20.723,5.512,,18.025,15.096,16.578,11.492,8.687,10.145,-143.18,109.71,7.88,,,,26.666,-2.819,False,False,False,False,False,True,False,False,,False,False,False,False
2177649299265755392,2177649299265755392,2,,,1.485,0.744,0.893,0.094,3097.0,32025.07,63201.32,11.04,323.497,55.353,19.535,5.407,6.795,,19.117,15.888,17.188,13.229,10.032,11.325,-18.68,145.25,6.73,,,,12.544,-6.41,False,False,True,False,False,False,False,False,,False,True,False,False
442675342829304064,442675342829304064,1,,,7.439,11.058,0.961,0.225,4085.0,719727.02,1420790.54,3.27,51.431,51.269,22.23,-25.967,4.491,,21.598,18.956,20.306,14.346,11.942,13.24,-182.89,123.49,-17.16,,,,34.548,-9.651,False,False,False,False,False,True,False,False,,False,False,False,False
248011718276865024,248011718276865024,1,,,0.104,9.957,0.854,0.117,3383.0,270031.33,581242.23,30.46,53.338,46.392,30.882,-19.97,3.858,,21.401,18.438,19.738,14.025,11.224,12.493,-220.49,128.27,-34.64,,,,44.83,2.184,False,False,False,False,False,True,False,False,,False,False,False,False
508349138003134976,508349138003134976,1,,,4.302,4.302,0.922,0.071,3181.0,9839.62,19697.93,4.37,31.29,60.634,43.247,-27.828,9.66,,17.389,14.4,15.657,12.299,9.32,10.575,-68.85,76.89,-1.54,,,,24.144,-7.113,False,False,True,False,False,False,False,False,,False,True,False,False
355688575612079616,355688575612079616,1,,,0.125,0.166,0.95,0.279,6200.0,632280.45,1355900.94,27.47,35.516,50.394,57.862,-44.845,5.154,,19.768,19.278,19.595,13.152,12.738,13.01,-139.96,128.79,-32.9,,,,63.925,-20.045,False,False,False,False,False,True,False,False,,False,False,False,False
453444573889634944,453444573889634944,1,,,0.104,0.13,0.952,0.24,3486.0,663823.75,1338094.2,28.21,43.622,54.746,51.033,-26.867,5.554,,21.479,18.932,20.374,14.903,12.493,13.903,-137.24,114.56,-12.02,,,,48.99,-0.527,False,False,False,False,False,True,False,False,,False,False,False,True
2126696663423894144,2126696663423894144,2,,,1.356,1.356,0.286,0.716,3329.0,12225.53,59024.89,27.82,292.52,45.401,7.845,-0.019,4.599,,17.499,14.79,16.0,10.766,8.084,9.288,44.96,206.11,47.41,,,,3.498,-7.24,False,False,True,False,False,False,False,False,,False,False,False,False
451099143789136000,451099143789136000,1,,,0.104,14.0,0.709,0.361,3239.0,49199.59,180261.2,54.4,41.126,50.915,30.534,-32.643,5.453,,18.954,16.005,17.252,12.447,9.599,10.826,-139.45,114.99,-25.24,,,,35.929,-14.311,False,False,False,False,False,True,False,False,,False,False,False,False
271113320869317376,271113320869317376,1,,,2.006,1.001,0.967,0.026,,36228.58,74364.11,9.32,66.792,51.093,24.066,-40.718,7.544,,19.888,16.286,17.647,14.128,10.623,11.968,-118.09,59.02,3.7,,,,28.813,-6.859,True,True,True,False,False,False,False,False,,False,True,False,False
441446221972100352,441446221972100352,1,,,0.104,4.752,0.904,0.075,,104255.19,240308.95,4.83,50.764,48.885,22.766,-24.443,5.48,,21.105,17.421,18.803,14.444,10.996,12.337,-151.17,98.39,-21.09,,,,27.95,-6.775,False,True,False,False,False,True,False,True,,False,True,False,False
436564910039067520,436564910039067520,1,0.949,3.06e-05,1.9,0.949,0.626,0.359,3305.0,12836.33,44404.18,17.03,49.074,50.319,23.71,-24.867,5.7,,18.045,15.084,16.339,11.509,8.712,9.935,-142.66,99.02,-18.42,,,,27.55,-7.091,True,True,True,True,True,True,False,True,g,True,True,True,False
439221742447993344,439221742447993344,1,,,0.104,12.132,0.754,0.183,3465.0,10812.8,32053.79,44.01,45.08,49.373,22.729,-21.187,5.178,,17.158,14.604,15.76,10.513,8.059,9.192,-152.83,113.18,-27.31,,,,27.423,-7.007,True,True,True,True,False,True,False,True,,False,True,False,False
249779050079371008,249779050079371008,1,,,0.104,7.277,0.708,0.288,3337.0,20538.38,124340.8,10.76,54.191,49.907,21.784,-26.303,5.74,,17.963,15.121,16.362,11.479,8.777,9.989,-146.89,91.1,-13.77,,,,27.214,-6.902,True,True,True,True,True,True,False,True,,False,True,False,False
465756492785886720,465756492785886720,1,,,0.104,12.59,0.73,0.32,3304.0,182861.0,951760.8,6.63,41.801,61.914,19.311,-15.029,4.287,,21.049,18.05,19.315,13.898,11.064,12.298,-166.95,160.65,8.69,,,,26.274,-5.759,False,False,False,False,False,False,False,True,,False,False,False,False
436629300187283584,436629300187283584,1,,,,,,,4004.0,,,,47.931,49.734,4.345,-7.71,3.386,,21.431,19.181,20.517,13.642,11.578,12.864,-238.09,167.24,-35.4,,,,10.695,-6.07,False,False,False,False,False,True,False,False,,False,False,False,True
243117723302705024,243117723302705024,1,,,0.104,12.132,0.789,0.199,3113.0,129880.09,309093.3,31.56,51.826,47.508,26.985,-18.822,5.231,,20.814,17.703,18.974,14.127,11.17,12.412,-160.5,99.09,-24.55,,,,29.669,-0.271,False,False,False,False,False,True,False,False,,False,False,False,False
239687216961788032,239687216961788032,1,,,0.104,4.868,0.822,0.26,6220.0,188782.62,638835.65,48.04,49.488,42.143,25.357,-18.77,6.556,,20.225,19.534,19.962,14.159,13.531,13.925,-128.2,74.21,-33.64,,,,22.678,-1.387,False,False,False,False,False,True,False,False,,False,False,False,True
229607993871797760,229607993871797760,1,,,1.394,1.392,0.435,0.572,3156.0,10140.69,29646.29,11.25,66.133,44.39,26.093,-44.17,8.85,,17.765,14.702,15.979,12.423,9.404,10.672,-104.22,42.22,-6.64,,,,26.607,-6.541,False,False,True,False,False,False,False,False,,False,True,False,False
258069883147808128,258069883147808128,1,,,0.545,0.545,0.662,0.338,,31118.69,70422.72,14.86,66.3,48.24,26.907,-45.756,9.34,,19.647,16.096,17.461,14.422,10.923,12.279,-96.95,44.65,-1.13,,,,26.078,-6.456,False,False,True,False,False,False,False,False,,False,True,False,True
2082652972093362816,2082652972093362816,2,,,0.17,0.146,0.967,0.016,,39506.95,79850.09,24.9,301.711,46.137,7.279,2.775,5.892,,19.826,16.307,17.657,13.616,10.14,11.483,24.76,165.73,21.82,,,,4.966,-3.779,False,False,True,False,False,False,False,False,,False,True,False,False
249012480019955456,249012480019955456,1,,,0.125,0.214,0.903,0.289,4319.0,864869.26,1931208.87,20.69,54.564,48.164,8.379,-6.06,3.616,,21.221,19.367,20.782,13.684,11.963,13.333,-235.2,138.91,-27.8,,,,13.46,0.154,False,False,False,False,False,True,False,False,,False,False,False,False
509152777925329152,509152777925329152,1,,,4.868,4.892,0.389,0.657,3607.0,6899.68,33209.53,9.87,23.85,59.24,27.557,-9.796,5.389,-37.27,16.058,13.8,14.88,9.608,7.398,8.464,-114.87,144.23,-9.86,-7.53,-57.25,-9.53,25.23,-4.351,False,False,True,False,False,False,False,False,,False,True,False,False
414277289656598400,414277289656598400,2,,,14.0,7.551,0.768,0.25,,130751.98,365550.84,5.14,18.265,59.737,24.047,-9.522,4.841,,20.765,17.267,18.633,13.957,10.607,11.947,-119.6,166.71,-10.52,,,,24.117,-7.275,True,False,False,False,False,False,False,True,,False,True,False,False
442008416011324416,442008416011324416,1,,,4.892,4.821,0.954,0.081,4234.0,741922.17,1672774.81,4.89,52.696,50.432,3.657,-9.151,3.415,,21.264,19.515,20.745,13.416,11.87,13.029,-243.16,157.26,-23.73,,,,11.344,-7.456,False,False,False,False,False,True,False,False,,False,False,False,False
245870453744702976,245870453744702976,1,,,0.208,0.11,0.966,0.189,3776.0,733923.7,1418213.86,26.52,60.568,46.731,-1.289,-25.926,3.268,,21.777,19.297,20.778,14.021,11.69,13.135,-270.87,135.02,-23.13,,,,23.244,-29.24,False,False,False,False,False,True,False,False,,False,False,False,False
443354394339179648,443354394339179648,1,,,0.111,0.605,0.952,0.172,3872.0,788336.45,1614834.34,27.77,51.149,52.593,41.179,-48.886,4.416,,22.013,19.476,20.697,14.582,12.338,13.494,-184.26,128.59,-13.52,,,,65.455,-19.202,False,False,False,False,False,True,False,False,,False,False,False,False
248956885962438400,248956885962438400,1,,,10.819,3.87,0.88,0.091,,100709.72,282690.23,6.11,53.031,47.881,21.237,-24.612,5.661,,20.746,16.982,18.406,14.179,10.641,12.026,-149.33,90.57,-20.34,,,,26.307,-6.506,False,True,False,False,False,True,False,True,,False,False,False,False
446357328098245248,446357328098245248,1,,,0.104,8.663,0.613,0.633,3832.0,210162.81,763005.54,54.01,48.241,53.506,-2.348,-2.735,3.719,,21.303,19.44,20.719,13.475,11.879,13.072,-213.18,159.93,-16.81,,,,-0.758,-4.5,False,False,False,False,False,True,False,False,,False,False,False,False
441528822781879552,441528822781879552,1,,,,,,,3294.0,,,,52.878,49.342,22.268,-25.846,5.704,,17.774,14.824,16.073,11.27,8.468,9.688,-147.04,92.48,-16.76,,,,27.369,-6.899,True,True,True,True,True,True,False,True,,False,False,False,True
246872899108644096,246872899108644096,1,,,0.104,4.23,0.845,0.531,,423146.19,1122641.71,37.32,58.311,47.688,5.104,-17.511,4.466,,20.423,19.645,20.505,13.409,12.741,13.543,-195.36,105.14,-18.0,,,,15.916,-10.825,False,False,False,False,False,True,False,False,,False,False,False,False
249482315080321152,249482315080321152,1,,,3.657,4.62,0.921,0.05,3439.0,143864.02,330122.94,5.49,54.257,49.036,4.635,-4.446,1.973,,20.315,17.447,18.909,11.161,8.614,10.013,-425.87,258.43,-45.61,,,,15.097,-2.006,False,False,False,False,False,True,False,False,,False,False,False,False
249408686459431424,249408686459431424,1,,,0.142,0.404,0.645,0.127,,2278.8,4478.2,23.87,54.646,48.593,21.661,-26.874,5.631,-1.34,8.71,8.373,8.598,2.2,1.976,2.132,-151.16,90.04,-16.74,-23.71,-37.33,-14.29,27.994,-7.269,True,True,True,True,True,True,False,True,,False,True,False,True
251469647988232320,251469647988232320,1,,,0.104,1.004,0.747,0.365,3342.0,271846.65,1153007.07,60.45,56.273,51.492,20.409,-23.934,3.816,,20.781,18.452,20.185,13.177,11.067,12.745,-221.2,136.64,-11.33,,,,37.99,-7.93,False,False,False,False,False,True,False,False,,False,False,False,False
245937420873597568,245937420873597568,1,,,0.105,5.7,0.845,0.334,3390.0,193385.37,941030.29,72.93,61.333,47.649,21.068,-28.906,5.907,,21.569,18.83,20.261,15.237,12.59,14.002,-150.26,75.64,-9.81,,,,27.949,-5.96,False,False,False,False,False,True,False,False,,False,False,False,False
243882708519330944,243882708519330944,1,,,,,,,,,,,58.284,44.528,13.381,-17.705,5.204,,20.749,19.98,20.483,14.142,13.453,13.913,-170.12,83.99,-23.57,,,,19.584,-4.594,False,False,False,False,False,True,False,False,,False,False,False,False
