dr2_source_id,_2MASS,EPIC,CWW,NOMAD1,RA_ICRS,DE_ICRS,pmRA,pmDE,e_pmRA,Source,plx,e_plx,epsi,sepsi,Gmag,BP-RP,e_BP-RP,Jmag,Kmag,eJ-K,RVGaia,e_RVGaia,RV,o_RV,eRV,dRV,delTrv,Member,pBin,WBin,SpBin,rad,drad,f_drad,pmd,dplx,dcmd,AO,nmag,nrad,Teff,Mass,SpT,K2_PTF,Prot,r_Prot,sigmaLC,RvarLC,Bench,Notes,Cl,O19,SimbadName,_RA_icrs,_DE_icrs,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_possible_binary,flag_benchmark_period
4088733755406880896,J19073256-1632101,219524528,0,0734-0805706,286.8857,-16.536254999999997,-0.637,-27.503,0.125,GaiaDR2 ,3.3577,0.0631,0.202,4.21,14.7505,1.9855,0.012763,12.398,11.554,0.037,,,,0.0,,,,Yes,Yes,No ,N/A,2.211,15.166, ,0.923,0.1061,-0.896685,   ,,,3911.7,0.702,M0,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4088733755406880896,286.88570277777774,-16.536136666666664,1.9855,4088733755406880896,0.14688784,0.016119957,286.8856958304074,-16.536258851109665,3.361016576229414,0.03641656,92.293625,-0.6247715273641061,-27.66926507579097,1.3627982,375.11008,14.766646,114.84399,24896.452964212505,141.42914,1.3591429,0,1,0,0,1.9934092,0.9843149,1.0090942,20.411278,8.7518215,2,6.6113114,,,19.826999290751207,-10.934527164015693,286.2578614387895,5.955083208235401,0,5378.4585,5361.407,5395.801,2.7209,2.0449,1.1156,3900.2536614125092,0,False,0.016119957,False,7.398999657071965,True,True,False
4088801723287036800,J19052348-1614395,219635263,0,0737-0777079,286.34788999999995,-16.24458194444444,-1.126,-26.909,0.098,GaiaDR2 ,2.4987,0.0439,0.074,0.58,14.9035,,,12.034,11.378,0.068,,,,0.0,,,,Yes,Yes,No ,N/A,2.747,93.795, ,0.355,-0.7529,,   ,,,,0.685,  ,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4088801723287036800,286.34789499999994,-16.24446611111111,,4088801723287036800,0.10910823,0.01622963,286.34789123769445,-16.244585399079373,2.599958318921857,0.055204455,47.096893,-1.2482691805425314,-26.945640193940392,1.1668317,969.329,14.91969,,,,,,,,,,,,,,,,,,19.870292540570382,-10.34337124346363,285.7759139662274,6.303868620087729,0,,,,,,,,1,True,0.01622963,False,6.994522060442634,False,True,False
4087838104415873920,J19164975-1638577,219479319,0,0733-0836417,289.20732,-16.649498055555554,-0.634,-26.213,0.099,GaiaDR2 ,3.1916,0.0412,0.056,0.315,14.9409,1.7002,0.005331,12.905,12.13,0.035,,,41.9976,1.0,,0.498,0.0,Yes,No ,No ,No,0.289,5.741, ,0.497,-0.06,-0.0280628,No ,,,4196.0,0.681,K7,A_Y,20.0173,K2  ,3.4648000000000008,5.619500000000001,Yes,,1,O19,Gaia DR2 4087838104415873920,289.20732277777773,-16.649385,1.7002,4087838104415873920,0.04864836,-0.01558876,289.207320879329,-16.649501670155967,3.243500380041413,0.028455043,113.98683,-0.7345612920933924,-26.198980077605025,1.022185,2783.6233,14.925262,410.2578,19096.726847018712,879.92773,1.2892908,0,2,0,1,1.6933432,0.8135786,0.87976456,57.355736,10.949439,2,2.963322,,,20.684736165152444,-12.998301073710254,288.4627868542492,5.567168387181581,0,4404.4272,4387.3438,4439.5903,0.7208,0.5318,0.2813,4202.759915329104,0,False,0.01558876,False,7.480332216934855,False,False,True
4084605815107008256,J19162241-1748088,218971693,0,0721-1098610,289.09337999999997,-17.802584999999997,-1.765,-27.029,0.111,GaiaDR2 ,2.5113,0.0515,0.157,2.48,15.0533,1.883,0.00636,12.847,11.975,0.037,,,-41.1,1.0,,-82.6,0.0,No: RV non-member,No ,No ,RV-NM,1.418,90.794, ,0.942,-0.7403,-0.341451,   ,,,4002.0,0.669,K7,A_Y,0.0,K2  ,3.2196000000000007,4.724200000000001,No,,0,O19,Gaia DR2 4084605815107008256,289.0933880555555,-17.80246861111111,1.883,4084605815107008256,0.07136658,-0.015636444,289.09337620392574,-17.802588718995516,2.5099977361314143,0.03006257,83.492455,-1.6588228929508908,-27.10317180193595,1.1541486,2558.0884,15.03762,511.98938,18400.192637781314,1114.9686,1.3200216,0,0,0,0,1.8793955,0.92761517,0.9517803,-55.002556,7.7840657,2,3.110787,,,19.56196284707065,-13.381020314667268,288.20285375259886,4.438273014235852,0,4195.649,4181.3286,4202.2095,0.8297,0.5968,0.3235,4002.282174290396,0,False,0.015636444,False,7.035986239626464,False,False,False
4087208973295685888,J19123910-1806355,218810914,0,0718-0974243,288.16294999999997,-18.110018055555553,-0.422,-26.648,0.109,GaiaDR2 ,3.3069,0.0389,0.0,0.0,15.1195,1.8186,0.003276,13.008,12.157,0.038,,,,0.0,,,,Yes,No ,No ,N/A,1.96,11.917, ,0.494,0.0553,-0.12291,   ,,,4064.9,0.662,K7,N_N,,    ,0.0,0.0,Yes,,0,O19,Gaia DR2 4087208973295685888,288.1629519444444,-18.10990333333333,1.8186,4087208973295685888,0.04643406,-0.016468048,288.1629513905582,-18.110021901135575,3.3580864126439542,0.026231539,128.01714,-0.4834412845908309,-26.744638259826505,0.9566605,2162.7732,15.103053,385.38782,16919.183489507966,816.76654,1.3085504,0,1,0,0,1.8117466,0.88564014,0.92610645,67.37911,9.412345,2,2.1792295,,,18.896300092412407,-12.704714137412399,287.28315036303854,4.246131428600842,0,4353.4927,4348.071,4360.166,0.8748,0.6363,0.3398,4069.8380181722932,0,False,0.016468048,False,7.733512430542596,False,False,False
4087850783153647104,J19153200-1634342,-2147483648,0,0734-0819670,288.88331999999997,-16.57646611111111,-1.044,-25.751,0.275,GaiaDR2 ,3.1443,0.0819,0.005,0.00232,15.2333,1.9414,0.031458,12.786,12.018,0.054,,,,0.0,,,,Yes,No ,No ,N/A,0.283,10.346, ,0.881,-0.1073,-0.303775,   ,,,3949.3,0.649,M0,N_Y,,    ,0.0,0.0,Yes,,0,O19,Gaia DR2 4087850783153647104,288.8833247222222,-16.576355,1.9414,4087850783153647104,0.047895927,-0.021719933,288.88332258729855,-16.576469475104737,3.168854223747039,0.040524866,78.1953,-0.9421210561884847,-25.76880308929834,1.1909511,1304.2362,15.211624,211.32306,17334.975164976502,44.69749,1.4470968,0,10,0,12,1.9204693,0.8594322,1.0610371,,,,,,,20.618956968134743,-12.685867775464205,288.16304799489524,5.680071373190441,0,4391.621,4384.587,4398.2925,0.9161,0.6681,0.356,3943.364539191163,1,True,0.021719933,False,7.716135449887137,False,True,False
4183947102991940608,J19170393-1608069,219675090,0,0738-0796976,289.26638999999994,-16.13537111111111,-1.419,-26.548,0.093,GaiaDR2 ,3.2686,0.0422,0.0,0.0,15.3196,1.8413,0.006264,13.147,12.358,0.035,,,40.25,2.0,0.099,-1.25,0.0,Yes,No ,No ,No,0.304,2.326, ,0.51,0.017,0.024044,   ,,,4042.1,0.64,K7,S_N,17.9,K2  ,17.669000000000004,6.048200000000001,Yes,K2 light curve noise is abnormally high. Smoothed version shows evidence for 17.9 day period. See Appendix D.6,1,O19,Gaia DR2 4183947102991940608,289.26639638888884,-16.135256666666663,1.8413,4183947102991940608,0.07339142,-0.015493393,289.26638543273185,-16.135374793730644,3.273680557025807,0.030780865,106.35441,-1.3357212402767833,-26.591445446013175,0.96483314,2556.7737,15.3040695,258.26456,14248.879876091649,732.21826,1.3146125,0,0,0,0,1.8510399,0.91041374,0.94062614,42.512077,6.4006205,2,3.9692771,,,21.1878133755194,-12.833693829431168,288.58732770854124,6.069349886323906,0,4275.014,4266.344,4331.8574,0.9185,0.665,0.3565,4045.6955693104974,0,False,0.015493393,False,7.879251014322634,False,False,True
4183867079159884672,J19175045-1637260,219489683,0,0733-0837963,289.46025,-16.624023055555554,-1.195,-26.047,0.096,GaiaDR2 ,3.3069,0.0468,0.0,1.62e-15,15.375,1.877,0.007157,13.182,12.317,0.035,,,41.8,1.0,,0.3,0.0,Yes,No ,No ,No,0.44,5.906, ,0.64,0.0553,-0.00535297,   ,,,4007.7,0.634,K7,A_Y,19.1114,K2  ,6.027400000000001,17.658700000000003,Yes,Appears to fall in the Kepler intermediate period gap. See Figure 18 in Appendix D.6,1,O19,Gaia DR2 4183867079159884672,289.4602552777777,-16.62391083333333,1.877,4183867079159884672,0.08083679,-0.019141197,289.46024887034486,-16.624026976055454,3.2728479609030043,0.030659601,106.7479,-1.0857820557577944,-26.22477132230552,1.0291002,2290.8997,15.355813,319.99213,13631.10459746561,983.08685,1.3137385,0,0,0,0,1.8693581,0.9251127,0.94424534,,,,,,,20.812758067550305,-13.207658315408654,288.7075199385307,5.5603536748624744,0,4246.042,4237.2144,4250.107,0.8984,0.6486,0.3489,4008.457266365911,0,False,0.019141197,False,7.930442180260439,False,False,True
4185124714308269312,J19162191-1447430,220060789,0,0752-0747152,289.09130999999996,-14.795406944444442,-1.459,-27.616,0.148,GaiaDR2 ,3.4486,0.068,0.331,9.75,15.4371,2.146,0.006277,12.97,12.078,0.033,,,,0.0,,,,Yes,Yes,No ,N/A,1.589,19.611, ,1.132,0.197,-0.631434,   ,,,3787.2,0.628,M0,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4185124714308269312,289.09131638888886,-14.795288055555554,2.146,4185124714308269312,0.056212857,-0.0102415085,289.09131009260017,-14.795410287156447,3.3422982815196853,0.055215806,60.531548,-0.9879082465160156,-27.09056333455214,1.6919476,1236.6218,15.426874,298.32898,14426.915580446672,953.23645,1.405288,0,2,0,0,2.1483154,1.0714035,1.0769119,,,,,,,22.35798848971801,-12.113577165696379,288.59645205620393,7.419865740103074,0,5901.7666,5792.169,6176.8755,3.3862,2.5543,1.4261,3753.6609173479337,0,False,0.0102415085,False,8.047100189028374,True,True,False
4183935248882039168,J19170657-1619129,219606762,0,0736-0794205,289.27737999999994,-16.320361944444443,-2.307,-25.485,0.113,GaiaDR2 ,3.2624,0.0555,0.136,1.56,15.4516,2.1087,0.010337,13.022,12.153,0.033,,,,0.0,,,,Yes,Yes,No ,N/A,0.197,1.549, ,1.798,0.0108,-0.515412,   ,,,3814.8,0.626,M0,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4183935248882039168,289.2773902777777,-16.32025222222222,2.1087,4183935248882039168,0.028883962,-0.01940155,289.27737770638663,-16.320365132650025,3.2631589355294714,0.034367565,94.94879,-2.225931703961744,-25.589081558087912,0.9532002,1927.9877,15.432209,363.65842,13787.50454783473,1103.4965,1.3564224,0,0,0,0,2.1202374,1.0872097,1.0330276,113.75917,10.963817,2,3.077256,,,21.020206989626338,-12.921079304964437,288.5732938054567,5.884585159633098,0,4035.6025,4020.3494,4047.1707,1.0691,0.7479,0.419,3786.1982347385565,1,True,0.01940155,False,8.000400150216318,False,True,False
4087824807196545664,J19142085-1644558,219439085,0,0732-0863942,288.58689999999996,-16.749011944444444,-1.494,-25.26,0.405,GaiaDR2 ,3.3976,0.1906,1.164,96.9,15.5517,2.0406,0.007211,13.143,12.291,0.038,,,42.3,1.0,,0.8,0.0,Yes,No ,Yes,No,0.622,13.95, ,1.481,0.146,-0.236245,   ,,,3867.1,0.616,M0,A_Y,19.7648,K2  ,3.927400000000001,5.722600000000001,Yes,,1,O19,Gaia DR2 4087824807196545664,288.5869066666666,-16.74890333333333,2.0406,4087824807196545664,0.44789287,0.03395462,288.58690153512316,-16.749015447209523,2.8829552464481587,0.15073016,19.126596,-1.1178989562952593,-25.769984868805746,3.8987453,378.48483,15.585686,419.218,12670.200449324539,675.583,1.4588319,0,2,0,0,2.0348768,0.9401283,1.0947485,,,,,,,20.336122719676734,-12.500878796828074,287.8578091228619,5.545409515203955,0,,,,,,,3848.050280189462,0,False,0.03395462,False,7.884875233334153,True,True,True
4087247426156801536,J19081272-1814431,218739700,0,0717-0897478,287.05301,-18.245473888888885,1.822,-29.406,0.102,GaiaDR2 ,3.2167,0.0498,0.0,0.0,15.5703,1.9471,0.004909,13.277,12.485,0.037,,,,0.0,,,,Yes,No ,Yes,N/A,2.76,15.115, ,3.903,-0.0349,0.0191202,   ,,,3944.3,0.614,M0,N_N,,    ,0.0,0.0,Yes,,0,O19,Gaia DR2 4087247426156801536,287.0530016666666,-18.245347499999998,1.9471,4087247426156801536,0.030447269,-0.020022392,287.05300752952485,-18.24547829177899,3.253508833942544,0.035857257,90.73502,1.835687146820118,-29.551564824243997,1.036724,1875.49,15.550278,284.08908,11756.175653562756,497.83466,1.3307531,0,2,0,0,1.9561968,0.9781494,0.9780474,,,,,,,18.317448225905625,-11.804461745149885,286.21704120655954,4.238904872015041,0,4277.4043,4271.3315,4282.6343,1.1069,0.7932,0.4297,3937.726333968887,0,False,0.020022392,False,8.11203766131045,False,False,False
4187541406502065536,J19233411-1210005,-2147483648,0,0778-0802531,290.89212999999995,-12.166968055555554,-2.026,-26.216,0.159,GaiaDR2 ,3.1183,0.0683,0.243,3.9,15.7853,2.2108,0.007131,13.231,12.301,0.047,,,,0.0,,,,Yes,Yes,No ,N/A,4.586,27.884, ,1.183,-0.1333,-0.466174,   ,,,3740.6,0.592,M1,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4187541406502065536,290.89213888888884,-12.166854999999998,2.2108,4187541406502065536,0.08039223,-0.019208908,290.8921290105167,-12.166971197638052,2.9143680828204115,0.042648222,68.33504,-1.7418774630275717,-26.27961777222284,1.1149212,1919.676,15.7661085,220.22804,10455.817156895437,575.47046,1.3737452,0,0,0,0,2.2250376,1.1584291,1.0666084,,,,,,,25.556716654589717,-12.572499398924204,290.71642394681754,9.782421012936812,0,,,,,,,3699.589106754276,1,True,0.019208908,False,8.08883052294204,False,True,False
4184101893612978944,J19224511-1525575,219905394,0,0745-0811804,290.68798,-15.432761944444442,1.286,-29.398,0.201,GaiaDR2 ,3.3977,0.1022,0.343,6.34,15.8058,2.0372,0.017259,13.454,12.555,0.039,,,,0.0,,,,Yes,No ,Yes,N/A,1.859,16.384, ,3.542,0.1461,0.0266447,   ,,,3869.8,0.59,M0,N_N,,    ,0.0,0.0,Yes,,0,O19,Gaia DR2 4184101893612978944,290.6879741666666,-15.432635555555553,2.0372,4184101893612978944,0.04826306,-0.007882118,290.6879842453536,-15.432766115836507,3.4289796956896006,0.05361926,63.95052,1.353423914318516,-29.264889140953073,1.1864319,1624.7673,15.797941,187.47186,9681.260446436665,445.99298,1.3569709,0,12,0,12,2.028736,1.0138607,1.0148754,,,,,,,22.433560360335736,-13.779951757969327,290.04742181369005,6.578310070801985,0,3675.1067,3650.308,3687.9163,0.5061,0.3528,0.1947,3851.2171199433324,0,False,0.007882118,False,8.473765775373451,False,False,False
